Title,Overall Rating,Year,Genre,MPAA Rating,Directors,Actors,Plot
Rage,5,-2014,"Action, Crime, Thriller",Not Rated,['Paco Cabezas'],"['Nicolas Cage', 'Rachel Nichols', 'Max Ryan', 'Michael McGrady']","When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice."
PK,8.2,-2014,"Comedy, Drama, Sci-Fi",,['Rajkumar Hirani'],"['Aamir Khan', 'Anushka Sharma Kohli', 'Sanjay Dutt', 'Boman Irani']","A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go."
Time Lapse,6.5,-2014,"Sci-Fi, Thriller",Not Rated,['Bradley King'],"['Danielle Panabaker', ""Matt O'Leary"", 'George Finn', 'John Rhys-Davies']","Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop."
A Girl Walks Home Alone at Night,7,-2014,"Drama, Horror",Not Rated,['Ana Lily Amirpour'],"['Sheila Vand', 'Arash Marandi', 'Marshall Manesh', 'Mozhan Marn\xc3\xb2']","In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire."
Million Dollar Arm,7,-2014,"Biography, Drama, Sport",PG,['Craig Gillespie'],"['Jon Hamm', 'Aasif Mandvi', 'Alan Arkin', 'Suraj Sharma']",A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.
Pawn Sacrifice,7,-2014,"Biography, Drama, Sport",PG-13,['Edward Zwick'],"['Tobey Maguire', 'Liev Schreiber', 'Peter Sarsgaard', 'Michael Stuhlbarg']","Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire."
Addicted,5.2,(I) (2014),"Drama, Thriller",R,['Bille Woodruff'],"['Sharon Leal', 'Boris Kodjoe', 'John Newberg', 'Tyson Beckford']",A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.
Burying the Ex,5.4,-2014,"Comedy, Horror, Romance",R,['Joe Dante'],"['Anton Yelchin', 'Ashley Greene', 'Alexandra Daddario', 'Oliver Cooper']",A guy's regrets over moving in with his girlfriend are compounded when she dies and comes back as a zombie.
No Good Deed,5.6,(I) (2014),"Crime, Drama, Thriller",PG-13,['Sam Miller'],"['Taraji P. Henson', 'Idris Elba', 'Leslie Bibb', 'Kate del Castillo']",An unstable escaped convict terrorizes a woman who is alone with her two children.
Spring,6.7,(I) (2014),"Comedy, Horror, Romance",Not Rated,"['Justin Benson', 'Aaron Moorhead']","['Lou Taylor Pucci', 'Nadia Hilker', 'Francesco Carnelutti', 'Nick Nevern']","A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret."
Grace of Monaco,5.7,-2014,"Biography, Drama, Romance",Not Rated,['Olivier Dahan'],"['Nicole Kidman', 'Tim Roth', 'Andr\xc3\xa9 Penvern', 'Frank Langella']","The story of former Hollywood star Grace Kelly's crisis of marriage and identity, during a political dispute between Monaco's Prince Rainier III and France's Charles De Gaulle, and a looming French invasion of Monaco in the early 1960s."
Deadly Daycare,4.9,-2014,"Drama, Thriller",TV-14,['Michael Feifer'],"['Kayla Ewell', 'Christy Carlson Romano', 'Bryce Johnson', 'Ariella Nurkovic']","After a few years of financial hardship, a young mother (RACHEL) decides to go back to work to help her ex-husband with the mounting bills. With no one to watch their 4-year-old daughter (..."
Flight 7500,4.8,-2014,"Horror, Mystery, Sci-Fi",PG-13,['Takashi Shimizu'],"['Leslie Bibb', 'Ryan Kwanten', 'Amy Smart', 'Jamie Chung']","Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin."
The One I Love,7.1,-2014,"Drama, Fantasy, Romance",R,['Charlie McDowell'],"['Mark Duplass', 'Elisabeth Moss', 'Ted Danson', 'Kiana Cason']","A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation."
Animal,4.8,(I) (2014),"Action, Adventure, Horror",Not Rated,['Brett Simmons'],"['Joey Lauren Adams', 'Elizabeth Gillies', 'Paul Iacono', 'Thorsten Kaye']","When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing, blood thirsty predator."
WolfCop,5.5,-2014,"Comedy, Horror",Unrated,['Lowell Dean'],"['Leo Fafard', 'Amy Matysio', 'Sarah Lind', 'Corinne Conley']","As a series of strange and violent events begin to occur, an alcoholic policeman realizes that he has been turned into a werewolf as part of a larger plan."
The Longest Week,5.4,-2014,"Comedy, Drama, Romance",PG-13,['Peter Glanz'],"['Jason Bateman', 'Olivia Wilde', 'Billy Crudup', 'Tony Roberts']",Conrad (Jason Bateman) is helped by his old friend Dylan (Billy Crudup) and returns the favor by falling for Dylan's girlfriend Beatrice (Olivia Wilde).
Camp X-Ray,6.9,-2014,"Drama, War",R,['Peter Sattler'],"['Kristen Stewart', 'Payman Maadi', 'Lane Garrison', 'Tara Holt']",A soldier assigned to Guantanamo Bay befriends a man who has been imprisoned there.
Escobar: Paradise Lost,6.5,-2014,"Crime, Drama, History",R,['Andrea Di Stefano'],"['Benicio Del Toro', 'Josh Hutcherson', 'Claudia Traisac', 'Brady Corbet']","In Colombia, a young surfer meets the woman of his dreams - and then meets her uncle, Pablo Escobar."
Anatomy of a Love Seen,4.8,-2014,"Drama, Romance",Not Rated,['Marina Rice Bader'],"['Sharon Hinnendael', 'Jill Evyn', 'Constance Brenneman', 'Marina Rice Bader']","Two young actresses fall in love with each other while filming a lesbian love scene, then break up months later, and then are forced to reunite in order to re-shoot the love scene for the movie's distribution."
Robot Overlords,4.7,-2014,"Action, Adventure, Sci-Fi",PG-13,['Jon Wright'],"['Ben Kingsley', 'Gillian Anderson', 'Callan McAuliffe', 'Ella Hunt']","Earth has been conquered by robots from a distant galaxy. Survivors are confined to their houses and must wear electronic implants, risking incineration by robot sentries if they venture outside."
Love & Mercy,7.4,-2014,"Biography, Drama, Music",PG-13,['Bill Pohlad'],"['John Cusack', 'Paul Dano', 'Elizabeth Banks', 'Paul Giamatti']","In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy."
5 to 7,7.1,-2014,"Comedy, Drama, Romance",R,['Victor Levin'],"['Anton Yelchin', 'B\xc3\xa9r\xc3\xa9nice Marlohe', 'Olivia Thirlby', 'Lambert Wilson']","An aspiring novelist enters into a relationship with a woman, though there's just one catch: She's married, and the couple can only meet between the hours of 5 and 7 each evening."
The Kings of Summer,7.2,-2013,"Adventure, Comedy, Drama",R,['Jordan Vogt-Roberts'],"['Nick Robinson', 'Gabriel Basso', 'Moises Arias', 'Nick Offerman']","Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land."
Enemy,6.9,-2013,"Mystery, Thriller",R,['Denis Villeneuve'],"['Jake Gyllenhaal', 'M\xc3\xa9lanie Laurent', 'Sarah Gadon', 'Isabella Rossellini']",A man seeks out his exact look-alike after spotting him in a movie.
Old Boy,5.8,-2013,"Action, Drama, Mystery",R,['Spike Lee'],"['Josh Brolin', 'Elizabeth Olsen', 'Samuel L. Jackson', 'Sharlto Copley']","Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason."
Testament of Youth,7.3,-2014,"Biography, Drama, History",PG-13,['James Kent'],"['Alicia Vikander', 'Kit Harington', 'Taron Egerton', 'Dominic West']","A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times."
Suite Fran̤aise,6.9,-2014,"Drama, Romance, War",,['Saul Dibb'],"['Michelle Williams', 'Kristin Scott Thomas', 'Margot Robbie', 'Eric Godon']","During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier ("
Foxcatcher,7,-2014,"Biography, Drama, Sport",R,['Bennett Miller'],"['Steve Carell', 'Channing Tatum', 'Mark Ruffalo', 'Vanessa Redgrave']",U.S. Olympic wrestling champions and brothers
22 Jump Street,7,-2014,"Action, Comedy, Crime",R,"['Phil Lord', 'Christopher Miller']","['Channing Tatum', 'Jonah Hill', 'Ice Cube', 'Nick Offerman']","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college."
Still Alice,7.5,-2014,Drama,PG-13,"['Richard Glatzer', 'Wash Westmoreland']","['Julianne Moore', 'Alec Baldwin', 'Kristen Stewart', 'Kate Bosworth']",A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.
The November Man,6.3,-2014,"Action, Crime, Thriller",R,['Roger Donaldson'],"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko', 'Bill Smitrovich']",An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level C.I.A. officials and the Russian President-elect.
Creep,6.3,(I) (2014),"Horror, Thriller",R,['Patrick Brice'],"['Patrick Brice', 'Mark Duplass']","When a videographer answers a Craigslist ad for a one-day job in a remote mountain town, he finds his client is not at all what he initially seems."
Vampire Academy,5.5,-2014,"Action, Comedy, Fantasy",PG-13,['Mark Waters'],"['Zoey Deutch', 'Lucy Fry', 'Danila Kozlovsky', 'Gabriel Byrne']","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
Unfriended,5.6,-2014,"Drama, Horror, Mystery",R,['Levan Gabriadze'],"['Heather Sossaman', 'Matthew Bohrer', 'Courtney Halverson', 'Shelley Hennig']","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend."
Transcendence,6.3,(I) (2014),"Drama, Mystery, Romance",PG-13,['Wally Pfister'],"['Johnny Depp', 'Rebecca Hall', 'Morgan Freeman', 'Cillian Murphy']","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program."
Before We Go,6.8,(I) (2014),"Comedy, Drama, Romance",PG-13,['Chris Evans'],"['Chris Evans', 'Alice Eve', 'Emma Fitzpatrick', 'John Cullum']",Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.
Tusk,5.4,-2014,"Comedy, Drama, Horror",R,['Kevin Smith'],"['Justin Long', 'Michael Parks', 'Haley Joel Osment', 'Genesis Rodriguez']",A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.
Winter's Tale,6.2,-2014,"Drama, Fantasy, Mystery",PG-13,['Akiva Goldsman'],"['Colin Farrell', 'Jessica Brown Findlay', 'Russell Crowe', 'Jennifer Connelly']","A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her."
Ask Me Anything,6.1,-2014,Drama,Not Rated,['Allison Burnett'],"['Britt Robertson', 'Molly Hagan', 'Andy Buckley', 'Robert Patrick']","A confused teenager writes a blog revealing her daily activities and secrets, advised to do so by her high school guidance counselor in lieu of moving onto her first year in college."
Annabelle,5.4,(I) (2014),"Horror, Mystery, Thriller",R,['John R. Leonetti'],"['Ward Horton', 'Annabelle Wallis', 'Alfre Woodard', 'Tony Amendola']",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.
Jack Ryan: Shadow Recruit,6.2,-2014,"Action, Drama, Thriller",PG-13,['Kenneth Branagh'],"['Chris Pine', 'Kevin Costner', 'Keira Knightley', 'Kenneth Branagh']","Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."
"Men, Women & Children",6.7,-2014,"Comedy, Drama",R,['Jason Reitman'],"['Kaitlyn Dever', 'Rosemarie DeWitt', 'Ansel Elgort', 'Jennifer Garner']","A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communication, their self-image, and their love lives."
Lost River,5.8,-2014,"Drama, Fantasy, Mystery",R,['Ryan Gosling'],"['Christina Hendricks', 'Iain De Caestecker', 'Matt Smith', 'Saoirse Ronan']","A single mother is swept into a dark underworld, while her teenage son discovers a road that leads him to a secret underwater town."
The Purge: Anarchy,6.5,-2014,"Action, Horror, Sci-Fi",R,['James DeMonaco'],"['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford', 'Kiele Sanchez']","Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs."
The Drop,7.1,-2014,"Crime, Drama",R,['Micha\xc3\xabl R. Roskam'],"['Tom Hardy', 'Noomi Rapace', 'James Gandolfini', 'Matthias Schoenaerts']","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost."
The Captive,5.9,-2014,"Crime, Drama, Mystery",R,['Atom Egoyan'],"['Ryan Reynolds', 'Scott Speedman', 'Rosario Dawson', 'Mireille Enos']","Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance."
I Origins,7.4,-2014,"Drama, Romance, Sci-Fi",R,['Mike Cahill'],"['Michael Pitt', 'Steven Yeun', 'Astrid Berg\xc3\xa8s-Frisbey', 'Brit Marling']",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.
Need for Speed,6.5,-2014,"Action, Crime, Thriller",PG-13,['Scott Waugh'],"['Aaron Paul', 'Dominic Cooper', 'Imogen Poots', 'Kid Cudi']","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
Dumb and Dumber To,5.6,-2014,"Adventure, Comedy",PG-13,"['Bobby Farrelly', 'Peter Farrelly']","['Jim Carrey', 'Jeff Daniels', 'Rob Riggle', 'Laurie Holden']","Twenty years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption."
The Cobbler,5.8,-2014,"Comedy, Drama, Fantasy",PG-13,['Tom McCarthy'],"['Adam Sandler', 'Melonie Diaz', 'Steve Buscemi', 'Method Man']","A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way."
The Raid 2,8,-2014,"Action, Crime, Thriller",R,['Gareth Evans'],"['Iko Uwais', 'Yayan Ruhian', 'Arifin Putra', 'Oka Antara']","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
Wish I Was Here,6.7,-2014,"Comedy, Drama",R,['Zach Braff'],"['Zach Braff', 'Joey King', 'Pierce Gagnon', 'Kate Hudson']","A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career."
What We Did on Our Holiday,6.9,-2014,"Comedy, Drama",PG-13,"['Andy Hamilton', 'Guy Jenkin']","['Rosamund Pike', 'David Tennant', 'Billy Connolly', 'Ben Miller']","Doug and Abi take their kids on a family vacation. Surrounded by relatives, the kids innocently reveal the ins and outs of their family life and many intimate details about their parents. ..."
Taken 3,6,-2014,"Action, Thriller",PG-13,['Olivier Megaton'],"['Liam Neeson', 'Forest Whitaker', 'Maggie Grace', 'Famke Janssen']","Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name."
Calvary,7.4,-2014,Drama,R,['John Michael McDonagh'],"['Brendan Gleeson', ""Chris O'Dowd"", 'Kelly Reilly', 'Aidan Gillen']","After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him."
Frank,7,(II) (2014),"Comedy, Drama, Music",R,['Lenny Abrahamson'],"['Michael Fassbender', 'Domhnall Gleeson', 'Maggie Gyllenhaal', 'Moira Brooker']","Jon, a young wanna-be musician, discovers he's bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank."
The Hundred-Foot Journey,7.3,-2014,"Comedy, Drama",PG,['Lasse Hallstr\xc3\xb6m'],"['Helen Mirren', 'Om Puri', 'Manish Dayal', 'Charlotte Le Bon']",The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.
Two Night Stand,6.4,-2014,"Comedy, Romance",R,['Max Nichols'],"['Miles Teller', 'Analeigh Tipton', 'Jessica Szohr', 'Kid Cudi']",A snowstorm forces two people who made an online connection to unwillingly extend their one-night stand as the blizzard goes through the night.
Beyond the Lights,6.9,-2014,"Drama, Music, Romance",PG-13,['Gina Prince-Bythewood'],"['Gugu Mbatha-Raw', 'Nate Parker', 'Minnie Driver', 'Danny Glover']","The pressures of fame have superstar singer Noni on the edge, until she meets Kaz, a young cop who works to help her find the courage to develop her own voice and break free to become the artist she was meant to be."
Kill the Messenger,7,-2014,"Biography, Crime, Drama",R,['Michael Cuesta'],"['Jeremy Renner', 'Robert Patrick', 'Jena Sims', 'Robert Pralgo']","Based on the true story of journalist Gary Webb. The film takes place in the mid-1990s, when Webb uncovered the CIA's past role in importing huge amounts of cocaine into the U.S. that was ..."
Tammy,4.9,-2014,"Comedy, Romance",R,['Ben Falcone'],"['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates', 'Allison Janney']","After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother."
St. Vincent,7.3,-2014,"Comedy, Drama",PG-13,['Theodore Melfi'],"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts', 'Jaeden Lieberher']","A young boy whose parents have just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic war veteran who lives next door."
While We're Young,6.3,-2014,"Comedy, Drama, Mystery",R,['Noah Baumbach'],"['Ben Stiller', 'Naomi Watts', 'Adam Driver', 'Amanda Seyfried']",A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.
Stretch,6.5,-2014,"Comedy, Crime",R,['Joe Carnahan'],"['Patrick Wilson', 'Ed Helms', 'James Badge Dale', 'Brooklyn Decker']","A hard-luck limo driver struggles to go straight and pay off a debt to his bookie. He takes on a job with a crazed passenger, whose sought-after ledger implicates some seriously dangerous criminals."
Force Majeure,7.3,-2014,"Comedy, Drama",R,['Ruben \xc3\x96stlund'],"['Johannes Kuhnke', 'Lisa Loven Kongsli', 'Clara Wettergren', 'Vincent Wettergren']",A family vacationing in the French Alps is confronted with a devastating avalanche.
The Voices,6.4,-2014,"Action, Comedy, Crime",R,['Marjane Satrapi'],"['Ryan Reynolds', 'Gemma Arterton', 'Anna Kendrick', 'Jacki Weaver']","A likable guy pursues his office crush with the help of his evil talking pets, but things turn sinister when she stands him up for a date."
Rio 2,6.3,-2014,"Animation, Adventure, Comedy",G,['Carlos Saldanha'],"['Jesse Eisenberg', 'Anne Hathaway', 'Jemaine Clement', 'Andy Garcia']","It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets his father-in-law."
Welcome to Me,5.9,-2014,"Comedy, Drama",R,['Shira Piven'],"['Kristen Wiig', 'James Marsden', 'Linda Cardellini', 'Wes Bentley']","When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show."
Heaven Is for Real,5.8,-2014,"Biography, Drama, Family",PG,['Randall Wallace'],"['Greg Kinnear', 'Kelly Reilly', 'Thomas Haden Church', 'Connor Corum']","A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world."
Some Kind of Beautiful,5.8,(II) (2014),"Comedy, Romance",R,['Tom Vaughan'],"['Pierce Brosnan', 'Salma Hayek', 'Jessica Alba', 'Malcolm McDowell']",A drama about a Cambridge poetry professor who begins to re-evaluate his life of Byronic excess.
Sabotage,5.7,-2014,"Action, Crime, Drama",R,['David Ayer'],"['Arnold Schwarzenegger', 'Sam Worthington', 'Terrence Howard', 'Olivia Williams']",Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.
About Last Night,6.1,-2014,"Comedy, Romance",R,['Steve Pink'],"['Kevin Hart', 'Michael Ealy', 'Regina Hall', 'Joy Bryant']",Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.
Song of the Sea,8.1,-2014,"Animation, Adventure, Drama",PG,['Tomm Moore'],"['David Rawle', 'Brendan Gleeson', 'Lisa Hannigan', 'Fionnula Flanagan']","Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
Beauty and the Beast,6.4,-2014,"Drama, Fantasy, Romance",PG-13,['Christophe Gans'],"['Vincent Cassel', 'L\xc3\xa9a Seydoux', 'Andr\xc3\xa9 Dussollier', 'Eduardo Noriega']",An unexpected romance blooms after the the youngest daughter of a merchant who has fallen on hard times offers herself to the mysterious beast to which her father has become indebted.
Barbarous Mexico,4.9,-2014,Horror,Not Rated,"['Isaac Ezban', 'Laurette Flores Bornn', 'Jorge Michel Grau', 'Ulises Guzman', 'Edgar Nito', 'Lex Ortega', 'Gigi Saul Guerrero', 'Aaron Soto']","['Adri\xc3\xa1n Aguirre', 'Dulce Alexa', 'Leslie Arce', 'Leif Bridgman']",Eight Mexican directors unite to bring tales of the most brutally terrifying Mexican traditions and legends to vividly shocking life.
Jersey Boys,6.8,-2014,"Biography, Drama, Music",R,['Clint Eastwood'],"['John Lloyd Young', 'Erich Bergen', 'Michael Lomenda', 'Vincent Piazza']",The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.
Behaving Badly,4.4,-2014,Comedy,R,['Tim Garrick'],"['Nat Wolff', 'Selena Gomez', 'Mary-Louise Parker', 'Elisabeth Shue']","Teenager Rick Stevens has a crush on Nina Pennington. They form a friendship and embark on a rock n' roll journey together while Nina deals with her overbearing boyfriend, Kevin."
The Water Diviner,7.1,-2014,"Drama, History, War",R,['Russell Crowe'],"['Russell Crowe', 'Olga Kurylenko', 'Jai Courtney', 'Isabel Lucas']",An Australian man travels to Turkey after the Battle of Gallipoli to try and locate his three missing sons.
Automata,6.1,(I) (2014),"Action, Sci-Fi, Thriller",R,['Gabe Ib\xc3\xa1\xc3\xb1ez'],"['Antonio Banderas', 'Birgitte Hjort S\xc3\xb8rensen', 'Dylan McDermott', 'Melanie Griffith']",Jacq Vaucan is an insurance agent of ROC robotics corporation who investigates cases of robots violating their primary protocols against altering themselves. What he discovers will have profound consequences for the future of humanity.
The Gambler,6,(III) (2014),"Crime, Drama, Thriller",R,['Rupert Wyatt'],"['Mark Wahlberg', 'Jessica Lange', 'John Goodman', 'Brie Larson']","Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?"
Heaven Knows What,6.6,-2014,Drama,R,"['Benny Safdie', 'Josh Safdie']","['Arielle Holmes', 'Caleb Landry Jones', 'Buddy Duress', 'Necro']","A young woman struggles to reconcile her love for her boyfriend and for heroin, as she finds out that suicide is the only way for her boyfriend to forgive her for her misdeed."
Muppets Most Wanted,6.4,-2014,"Adventure, Comedy, Crime",PG,['James Bobin'],"['Ricky Gervais', 'Ty Burrell', 'Tina Fey', 'Steve Whitmire']","While on a grand world tour,"
Step Up All In,6,-2014,"Drama, Music, Romance",PG-13,['Trish Sie'],"['Ryan Guzman', 'Briana Evigan', 'Adam Sevani', 'Misha Gabriel Hamilton']","All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers."
The Taking of Deborah Logan,6,-2014,"Horror, Mystery, Thriller",R,['Adam Robitel'],"['Jill Larson', 'Anne Ramsay', 'Michelle Ang', 'Brett Gentile']","An elderly woman battling Alzheimer's disease agrees to let a film crew document her condition, but what they discover is something far more sinister going on."
Into the Storm,5.8,-2014,"Action, Thriller",PG-13,['Steven Quale'],"['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh', 'Max Deacon']","Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton."
Who Am I,7.6,-2014,"Crime, Drama, Mystery",Not Rated,['Baran bo Odar'],"['Tom Schilling', ""Elyas M'Barek"", 'Wotan Wilke M\xc3\xb6hring', 'Antoine Monot Jr.']","Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage."
The Outsider,4.7,-2014,"Action, Crime, Drama",Not Rated,['Brian A. Miller'],"['Craig Fairbrass', 'James Caan', 'Jason Patric', 'Shannon Elizabeth']","The plot revolves around British military contractor Lex Walker, who is told his daughter has died. When he arrives in Los Angeles and discovers the body is not hers, he begins an investigation."
Girl House,5.5,-2014,"Horror, Thriller",Not Rated,"['Jon Knautz', 'Trevor Matthews']","['Ali Cobrin', 'Adam DiMarco', 'Slaine', 'Alyson Bath']","A young college student desperate for tuition money moves into a house that streams content to an X-rated website. After a deranged fan determines the house's location, she finds herself in..."
Moms' Night Out,5.4,-2014,Comedy,PG,"['Andrew Erwin', 'Jon Erwin']","['Sarah Drew', 'Sean Astin', 'Patricia Heaton', 'Trace Adkins']","Hardworking mom Allyson has a crazy night out with her friends, while their husbands watch their children."
You're Not You,7.4,-2014,Drama,R,['George C. Wolfe'],"['Hilary Swank', 'Emmy Rossum', 'Josh Duhamel', 'Stephanie Beatriz']",A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.
The Salvation,6.7,-2014,"Drama, Western",R,['Kristian Levring'],"['Mads Mikkelsen', 'Eva Green', 'Jeffrey Dean Morgan', 'Eric Cantona']","In 1870s America, the fury of a notorious gang leader is unleashed when a peaceful American settler avenges the death of his family. Then as his cowardly fellow townspeople betray him, he is forced to hunt down the outlaws alone."
Last Shift,5.7,(I) (2014),"Horror, Mystery, Thriller",R,['Anthony DiBlasi'],"['Juliana Harkavy', 'Joshua Mikel', 'Hank Stone', 'J. LaRose']",A rookie cop's 1st shift alone in the last night of a closing police station turns into a living nightmare.
Twin Peaks: The Missing Pieces,7.9,-2014,"Drama, Horror, Mystery",,['David Lynch'],"['Chris Isaak', 'Kiefer Sutherland', 'C.H. Evans', 'Sandra Kinder']",Twin Peaks before
Mune: Guardian of the Moon,7.3,-2014,"Animation, Adventure, Comedy",PG,"['Alexandre Heboyan', 'Beno\xc3\xaet Philippon']","['Omar Sy', 'Iz\xc3\xafa Higelin', 'Micha\xc3\xabl Gr\xc3\xa9gorio', 'Shafik Ahmad']","When an evil magma demon and his minions steals the sun of a magical world, the new guardians of both the sun and the moon must embark on a quest to retrieve it and save their world from disaster as the moon faces destruction as well."
The Nut Job,5.8,(I) (2014),"Animation, Adventure, Comedy",PG,['Peter Lepeniotis'],"['Will Arnett', 'Brendan Fraser', 'Liam Neeson', 'Katherine Heigl']","An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery."
Plastic,6,(I) (2014),"Action, Comedy, Crime",R,['Julian Gilbey'],"['Ed Speleers', 'Will Poulter', 'Alfie Allen', 'Sebastian De Souza']","Sam and Fordy run a credit card fraud scheme, but when they steal from the wrong man, they find themselves threatened by a sadistic gangster. They need to raise �2m and pull off a daring diamond heist to clear their debt."
Every Secret Thing,6.1,-2014,"Crime, Drama, Mystery",R,['Amy Berg'],"['Diane Lane', 'Elizabeth Banks', 'Dakota Fanning', 'Danielle Macdonald']","A detective looks to unravel a mystery surrounding missing children and the prime suspects: two young women who, seven years ago, were put away for an infant's death."
Zombeavers,4.8,-2014,"Comedy, Horror",R,['Jordan Rubin'],"['Rachel Melvin', 'Cortney Palm', 'Lexi Atkins', 'Hutch Dano']",A fun weekend turns into madness and horror for a bunch of groupies looking for fun in a beaver infested swamp.
