Title,Overall Rating,Year,Genre,MPAA Rating,Directors,Actors,Plot
X-Men: The Last Stand,6.7,-2006,"Action, Adventure, Fantasy",PG-13,['Brett Ratner'],"['Patrick Stewart', 'Hugh Jackman', 'Halle Berry', 'Famke Janssen']",An all-out war looms when the discovery of a cure for mutations draws a line between the followers of Charles Xavier and those of Magneto.
Rocky Balboa,7.2,-2006,"Drama, Sport",PG,['Sylvester Stallone'],"['Sylvester Stallone', 'Antonio Tarver', 'Milo Ventimiglia', 'Burt Young']","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon."
The Da Vinci Code,6.6,-2006,"Mystery, Thriller",PG-13,['Ron Howard'],"['Tom Hanks', 'Audrey Tautou', 'Jean Reno', 'Ian McKellen']","A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity."
Mission: Impossible III,6.9,-2006,"Action, Adventure, Thriller",PG-13,['J.J. Abrams'],"['Tom Cruise', 'Michelle Monaghan', 'Ving Rhames', 'Philip Seymour Hoffman']",Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.3,-2006,Comedy,R,['Larry Charles'],"['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Chester']","Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying"
Gridiron Gang,6.9,-2006,"Crime, Drama, Sport",PG-13,['Phil Joanou'],"['Dwayne Johnson', 'Xzibit', 'L. Scott Caldwell', 'Leon Rippy']","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together."
The Lake House,6.8,-2006,"Drama, Fantasy, Romance",PG,['Alejandro Agresti'],"['Keanu Reeves', 'Sandra Bullock', 'Christopher Plummer', 'Ebon Moss-Bachrach']","A lonely doctor, who once occupied an unusual lakeside house, begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late."
Step Up,6.5,-2006,"Crime, Drama, Music",PG-13,['Anne Fletcher'],"['Channing Tatum', 'Jenna Dewan Tatum', 'Damaine Radcliff', ""De'Shawn Washington""]","Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora."
The Holiday,6.9,-2006,"Comedy, Romance",PG-13,['Nancy Meyers'],"['Kate Winslet', 'Cameron Diaz', 'Jude Law', 'Jack Black']","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love."
Eragon,5.1,-2006,"Action, Adventure, Family",PG,['Stefen Fangmeier'],"['Ed Speleers', 'Sienna Guillory', 'Jeremy Irons', 'John Malkovich']","In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king."
A Good Year,7,-2006,"Comedy, Drama, Romance",PG-13,['Ridley Scott'],"['Russell Crowe', 'Abbie Cornish', 'Albert Finney', 'Marion Cotillard']","A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold."
The Good Shepherd,6.7,-2006,"Drama, History, Thriller",R,['Robert De Niro'],"['Matt Damon', 'Angelina Jolie', 'Robert De Niro', 'Alec Baldwin']",The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.
Smokin' Aces,6.7,-2006,"Action, Crime, Drama",R,['Joe Carnahan'],"['Jeremy Piven', 'Ryan Reynolds', 'Ray Liotta', 'Joseph Ruskin']","When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing."
The Last King of Scotland,7.7,-2006,"Biography, Drama, History",R,['Kevin Macdonald'],"['James McAvoy', 'Forest Whitaker', 'Gillian Anderson', 'Kerry Washington']",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970's.
Deja Vu,7,-2006,"Action, Crime, Sci-Fi",PG-13,['Tony Scott'],"['Denzel Washington', 'Paula Patton', 'Jim Caviezel', 'Val Kilmer']","After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims."
The Fall,7.9,-2006,"Adventure, Comedy, Drama",R,['Tarsem Singh'],"['Lee Pace', 'Catinca Untaru', 'Justine Waddell', 'Kim Uylenbroek']","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
Nacho Libre,5.7,-2006,"Comedy, Family, Sport",PG,['Jared Hess'],"['Jack Black', 'Ana de la Reguera', 'H\xc3\xa9ctor Jim\xc3\xa9nez', 'Darius Rose']","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler)."
The 40-Year-Old Virgin,7.1,-2005,"Comedy, Romance",R,['Judd Apatow'],"['Steve Carell', 'Catherine Keener', 'Paul Rudd', 'Romany Malco']","Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother."
The Descent,7.2,-2005,"Adventure, Horror, Thriller",R,['Neil Marshall'],"['Shauna Macdonald', 'Natalie Mendoza', 'Alex Reid', 'Saskia Mulder']","A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
Harry Potter and the Goblet of Fire,7.7,-2005,"Adventure, Family, Fantasy",PG-13,['Mike Newell'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Eric Sykes']","A young wizard finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
The Brothers Grimm,5.9,-2005,"Adventure, Comedy, Fantasy",PG-13,['Terry Gilliam'],"['Matt Damon', 'Heath Ledger', 'Monica Bellucci', 'Petr Ratimec']",Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.
Charlie and the Chocolate Factory,6.7,-2005,"Adventure, Comedy, Family",PG,['Tim Burton'],"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter']","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker."
Sin City,8,-2005,"Crime, Thriller",R,"['Frank Miller', 'Robert Rodriguez', 'Quentin Tarantino']","['Mickey Rourke', 'Clive Owen', 'Bruce Willis', 'Jessica Alba']","A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption."
Batman Begins,8.3,-2005,"Action, Adventure, Thriller",PG-13,['Christopher Nolan'],"['Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson']","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from the corruption that Scarecrow and the League of Shadows have cast upon it."
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,-2005,"Adventure, Family, Fantasy",PG,['Andrew Adamson'],"['Tilda Swinton', 'Georgie Henley', 'William Moseley', 'Skandar Keynes']",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.
Pride & Prejudice,7.8,-2005,"Drama, Romance",PG,['Joe Wright'],"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland']","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
Brokeback Mountain,7.7,-2005,Drama,R,['Ang Lee'],"['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams', 'Randy Quaid']","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years."
V for Vendetta,8.2,-2005,"Action, Drama, Sci-Fi",R,['James McTeigue'],"['Hugo Weaving', 'Natalie Portman', 'Rupert Graves', 'Stephen Rea']","In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman."
Mr. & Mrs. Smith,6.5,-2005,"Action, Comedy, Crime",PG-13,['Doug Liman'],"['Brad Pitt', 'Angelina Jolie', 'Adam Brody', 'Vince Vaughn']",A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.
Star Wars: Episode III - Revenge of the Sith,7.6,-2005,"Action, Adventure, Fantasy",PG-13,['George Lucas'],"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor', 'Samuel L. Jackson']","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy."
The Hitchhiker's Guide to the Galaxy,6.8,-2005,"Adventure, Comedy, Sci-Fi",PG,['Garth Jennings'],"['Martin Freeman', 'Yasiin Bey', 'Sam Rockwell', 'Zooey Deschanel']","Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy."""
Wedding Crashers,7,-2005,"Comedy, Romance",R,['David Dobkin'],"['Owen Wilson', 'Vince Vaughn', 'Rachel McAdams', 'Christopher Walken']","John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary."
King Kong,7.2,-2005,"Action, Adventure, Drama",PG-13,['Peter Jackson'],"['Naomi Watts', 'Jack Black', 'Adrien Brody', 'Thomas Kretschmann']","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to the mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow."
Kingdom of Heaven,7.2,-2005,"Action, Adventure, Drama",R,['Ridley Scott'],"['Orlando Bloom', 'Eva Green', 'Liam Neeson', 'Martin Hancock']","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people."
Constantine,7,-2005,"Drama, Fantasy, Thriller",R,['Francis Lawrence'],"['Keanu Reeves', 'Rachel Weisz', 'Djimon Hounsou', 'Shia LaBeouf']","Supernatural detective John Constantine helps a policewoman prove her sister's death was not a suicide, but something more."
